id	generation	parent1	parent2	[in] input00	[in] input01	[in] input02	[in] input03	[in] input04	[in] input05	[in] input06	[in] input07	[in] input08	[in] input09	[in] input10	[in] input11	[in] input12	[in] input13	[in] input14	[in] input15	[in] input16	[in] input17	[in] input18	[in] input19	[in] input20	[min] weight	[max] powerOutput
10	0	None	None	15.9127567672	7.54420993524	6.94113405781	3.95730096313	3.39237109514	0.31769185325	0.837848591541	2.40432779178	2.28739963254	2.44037247191	6.99477325442	16.8021690446	11.4533397426	1.3238942536	1.24005178003	2.20277551248	7.08203369323	12.1297537636	20.1146434178	0.506094047227	4.63266546168	111159056.839	207123.678289
11	0	None	None	10.0155184152	5.44213566012	5.66740661981	1.68570795945	3.68728153908	0.513366251416	0.260811479537	4.0792303214	4.56687471917	3.37397262078	3.36439099323	12.7145849964	16.4753689789	0.645796675536	1.12850111908	4.80804071556	9.23037917656	6.65421110394	24.6938228798	6.9606120304	23.9614893579	75337216.3538	239033.203432
12	0	None	None	17.4814986987	8.52673093818	9.17889693285	3.42504557916	2.90668069504	0.573169052228	0.88720469103	2.59459702393	2.20222210638	3.16202966968	6.0233414961	13.2794078032	11.2809565292	0.463546505546	0.0260231369421	3.5055231876	6.8344238122	19.5944140375	19.4949032008	26.6806759578	14.8233624617	14118908.4264	201440.167065
13	0	None	None	17.6772957582	6.91327182062	7.55104306366	2.48566603663	3.682753095	0.548471129559	0.207458249442	2.98833641563	4.76832332952	4.84122724605	2.32063881798	13.5978250162	10.8514103379	1.15849575807	0.715101008902	1.71670159463	5.9387844419	13.8650509122	13.1835759662	24.0372843953	1.10291118877	133961003.708	203490.308137
14	0	None	None	19.2372158902	5.06346231207	9.86799406636	1.4395145754	3.02853223455	0.449269416354	0.550580849048	4.34802890111	2.39741540572	3.98408710147	2.98996477149	11.8250061272	16.5357653196	1.23402915049	0.574724222799	2.27585960834	5.05290889148	0.149464685644	3.38437157572	20.676948346	21.5510632267	151048030.741	210128.567304
15	0	None	None	13.2111833101	6.68902750358	7.5458320969	1.82645383505	1.3765292318	0.755908567556	0.337483545209	3.04462574956	4.80624394045	5.91154217088	5.79703009601	17.3214130383	13.4335301145	1.27061883956	1.1064199677	3.6986991433	6.15936925604	9.86869646056	1.25006996035	17.2463099286	23.6450794754	173356407.803	243731.891486
16	0	None	None	15.5733247548	9.06958906183	7.70223700815	3.40524527729	3.09994611478	0.906467880249	0.355102746944	3.67658562981	3.08011639588	4.71207822716	5.41179564564	19.3743985548	15.9211229071	0.566345046636	1.38455868739	4.44134127041	7.62504941265	22.8099389198	3.03891947857	10.6953556929	20.3114213718	46359.4781398	238898.041639
17	0	None	None	17.3482741271	5.02286948965	6.43854639304	3.55939848394	2.21386390242	0.849778408472	0.702496750356	2.20186906173	2.83685278292	6.27649634602	2.61586811276	10.586346008	15.8325636703	1.25437727285	1.12956889807	2.99134145907	6.05512164596	3.04726791826	20.4880527161	2.61835668586	3.03094368411	131115879.088	189667.471312
18	0	None	None	15.2979180633	8.20072811367	6.1458824394	1.02947041547	2.20160477321	0.156546569655	0.836615157809	2.24085551172	4.53960349028	6.5407428738	3.00133645635	12.8159811975	12.3509052954	0.482489960136	0.559745389413	3.82985754881	7.74420345398	16.6792693546	20.5140410712	0.126468811593	17.9779262952	12744197.7577	225106.877333
19	0	None	None	13.2067464199	8.45205131277	9.85954503934	2.14123240626	1.45942663918	0.600649845621	0.189531908904	4.63418335297	3.58596802294	2.45444243173	3.63469161919	13.2463303681	13.9943483747	0.680202757161	0.465847004933	3.6490864868	5.18483957922	11.046870453	10.8810278406	2.7140888894	14.3785034681	85037893.1852	216105.386826
20	0	None	None	10.7467302886	8.46436119569	5.68834939565	2.14671585152	2.6514129613	0.661708161399	0.459469507044	4.4670723812	2.6619880475	4.94116001939	2.15181639191	17.6045648958	12.1829496163	0.678920808582	0.258081612066	2.93149798879	9.6547423636	5.35156011342	28.0911697912	11.1997555266	9.17073190973	175532692.986	219095.72791
21	0	None	None	15.3490477382	9.69020430119	5.12217069985	3.52664115678	3.47289428685	0.785534149952	0.243039047194	4.71480745004	3.93866522061	2.19870774058	3.13241567224	12.2552634847	19.6392796355	0.829019674129	0.845163470637	1.28757600184	6.28655857661	22.6629874131	5.67153192636	3.86225532765	26.9060140934	53564088.7587	205309.390835
22	0	None	None	12.0568544634	6.12924259756	8.09974774896	2.62297868144	3.2065426816	0.620998302233	0.0568074428914	2.98570772439	3.84084722857	5.88997755084	2.41809979334	18.1493826968	18.668287378	0.104769751503	0.138251379335	4.04360831183	5.13351505455	9.25126549845	8.16796014089	20.3573325156	20.0412055745	125892558.513	229712.197445
23	0	None	None	16.8723658565	7.06120082163	9.04698950888	3.33631110123	1.19499210711	0.170673634013	0.104040776113	2.50749317636	3.67840792292	4.34189859967	2.36735174865	12.3429814044	14.4286331813	1.24644089959	0.698751274376	4.48189372582	5.63251742958	23.8748766094	11.6803761177	13.7048358035	2.0254956376	666748.344176	216386.0687
24	0	None	None	17.1720464826	6.38053443881	6.86102897514	2.71935848554	1.69865124724	0.0235125585778	0.203496359964	4.75398442944	3.3714158563	6.96388891624	4.68003450216	17.4845423478	10.2223335091	0.160540452821	0.576629483268	3.92254192714	6.30723739757	22.0115532313	26.5022307481	7.81402020493	11.3200434556	132104572.682	232477.914904
25	0	None	None	16.8591645863	5.77572074013	8.4935892291	1.95312473143	3.79670528429	0.737484406637	0.083190756033	2.30563920581	2.97927689194	5.7785472228	3.60878396989	16.078978152	19.8021107347	0.682723057086	0.186538810472	3.09319595735	5.33241266076	13.1814503234	3.22369061341	27.1093369545	24.4313535756	233245928.507	226745.277538
26	0	None	None	15.849156307	8.36427547091	5.51303677404	2.77477450392	3.7514708518	0.746259462751	0.888671615064	2.78228174917	4.81497202984	4.54939471054	4.4610296396	13.7595305278	15.9215599468	1.07773582846	0.190740155711	4.59992050997	4.73840362378	20.366991013	0.338961569145	6.69648483784	5.48880158251	732912.322099	221308.92381
27	0	None	None	16.2100923377	6.75067751023	5.3621030953	2.29646271676	2.69882976991	0.674790014102	0.915191534711	3.47368480719	2.55780604239	6.76109183127	3.33015681816	17.9620065642	15.9506501331	1.43073818991	0.316145844944	1.92924093281	4.97547068371	9.21617080073	5.02490162762	25.8464758376	12.7339297877	149704582.22	208246.77892
28	0	None	None	10.8162826508	5.92958915981	7.36434017582	1.45107365784	1.69557931362	0.646807796977	0.229523279329	2.7724269606	2.45531974918	5.82089298162	3.2722589736	16.5458046439	18.4208845632	0.429577489121	0.639604031261	2.08953431496	7.97523861002	29.7155658529	19.54746413	26.4645271904	25.3979668739	214217.16143
29	0	None	None	14.5399921531	9.43818007566	6.81484177588	3.5309187184	2.9602799851	0.824284815394	0.406105383388	2.45818263599	3.55983943556	2.03259112199	2.3780338655	12.2395042616	15.6282962709	0.237029226935	0.269367480043	3.20926858448	8.72803737777	17.0345951524	2.49202549723	7.32412640988	26.3119835022	173413807.567	201383.294128
30	0	None	None	11.7098167979	8.08759480285	5.79020891686	1.45912247047	3.08443044974	0.124403998036	0.0214774073106	4.61963736735	4.3251272888	6.31008364977	3.36278992119	10.5962275631	14.4724505507	0.148635599271	1.00161926169	4.84449439406	9.83314966278	4.59575169144	19.0524138416	7.1568367514	11.6521445926	123185002.761	237685.525795
31	0	None	None	19.7927249387	8.38968720761	8.68896938947	2.18012724642	2.49814413079	0.695525631583	0.835331415655	3.18470177324	3.43594155975	4.76425678201	3.12860422032	11.1521789355	11.6095758842	1.16688188852	0.131185450652	1.89758098033	5.18424023143	1.47580242064	1.25575204423	3.27683093568	13.7586395043	87517113.5188	194190.745096
32	0	None	None	12.8012043948	5.64901632066	5.10795933652	2.94611911761	1.32471017281	0.566318357981	0.0583434054806	3.82106644775	3.76028071473	2.14768409629	6.36967587484	17.6278751244	18.8702927011	1.39047154134	0.178831531153	3.50933406722	6.91155946091	28.861440457	9.23000385345	28.445638306	29.4451100623	123485.153952	227848.893634
33	0	None	None	10.030438096	5.92075976722	7.78913601979	3.55349726498	2.46566970749	0.512833898966	0.482133591861	2.00429972792	4.21191491529	3.67315963428	6.52189588559	19.1705972042	12.8212640863	0.584681211688	0.0810856937356	4.96021576773	9.13653374146	5.20809077963	14.7520163914	13.2279004144	22.922479492	20985077.8765	250984.163428
34	0	None	None	16.2857439518	8.05959549712	7.41627461587	3.51274531378	2.00017590189	0.818531132482	0.661720691048	4.70908036156	2.3939743519	3.78024937843	6.41588196507	18.5047105484	18.3319205715	0.079707890118	1.36590654887	2.76952165311	5.89694940974	12.2804864197	22.156908864	27.2308717233	8.34165073219	215998004.715	223869.345775
35	0	None	None	16.4671652603	8.27809301136	9.54645420091	1.87157989281	3.28023595776	0.826874581198	0.672965542606	4.53507801902	3.17209887211	6.85713329204	3.14941863121	10.7650352822	10.6911290057	0.435284871265	1.36918706676	2.28814220937	8.04610199203	21.5822645002	26.8442680121	4.73145942022	22.1935798441	16272127.7413	203204.181323
36	0	None	None	13.0684601849	8.35378722794	5.65018004332	2.89594589318	3.51653342656	0.240788373366	0.37912110689	2.14324814484	4.73386303	2.17239666652	4.83649970676	12.958820442	11.0618731971	0.102856173776	1.18772545016	1.59256890132	6.91854076936	4.90794690603	28.4307584964	1.46276880323	15.1069191755	91121363.5263	202401.568055
37	0	None	None	11.2505387374	5.19863481349	9.48920940989	1.37720123638	2.73335901881	0.516285629864	0.948883662577	4.9023096413	2.59804945963	6.65931523306	3.17006186629	16.2647938929	15.2055704458	1.01978494832	1.24975214259	1.89281291785	7.60774079299	7.8983411359	12.684331871	3.79960126632	5.4848789067	127315347.293	222592.599884
38	0	None	None	13.4971165988	7.87021533437	7.48754360924	2.53968340543	3.80881593121	0.855044569109	0.652834220818	3.29169182785	3.50426954479	3.87121546486	5.65688567342	15.7046327045	18.6998850034	1.06764276783	1.38012489195	2.79906096204	8.453716307	12.9352442975	27.0726009359	22.0368786538	11.5545174053	181735616.688	230124.459102
39	0	None	None	14.8943982519	8.57941722327	5.38654716307	3.87837588413	2.7427446788	0.963888951635	0.909722910741	4.34269745273	3.81044293415	5.80711818239	5.13665394993	16.8469389102	10.1508674388	0.963118255656	0.335851622338	1.12446704732	7.77536998847	12.8690174882	16.4694251103	1.38194069366	23.3878524338	144271419.477	220410.157176
40	0	None	None	10.5931438199	6.55463766227	7.42436094081	1.5476649105	3.22890976262	0.852168967388	0.672664264803	3.51635909562	2.09593341242	4.45011838864	5.5399283418	17.4215161313	19.7534904508	0.101813896603	1.41525054794	3.53195063337	7.7815408648	19.3680766629	13.3091062601	7.77880155022	26.807525352	198230.36914	228469.869032
41	0	None	None	17.6032715161	6.10784323304	5.0682038184	1.69617375009	3.8336909513	0.339456612388	0.491369037252	3.27751658219	3.18531228952	6.33545184657	3.67127659127	16.8000763951	17.6383488837	1.4708118868	0.692410959517	2.85662219449	7.18552743417	22.5773051669	17.0557492141	2.54572091532	17.3746875068	6594642.43168	232174.153801
42	0	None	None	10.4272025323	9.12861455065	7.53244067489	1.6221281591	1.71995686273	0.673753495094	0.0972658863891	4.81084930207	2.47529717066	6.07145403245	4.0277403822	13.9002426616	17.1865933167	0.091700377104	0.205973508375	1.07190945893	6.51597269031	25.7341592838	17.1721280044	21.6286609696	23.7836535942	71798.696241	213002.181257
43	0	None	None	16.1604514602	7.95166089863	8.06654058642	2.23049435209	2.29214088477	0.600867888018	0.795214485018	4.60752830203	2.83516343309	5.99239254013	2.59758417062	18.9020190441	13.7947811058	0.877540462632	0.539780296236	4.36055631056	8.91054034234	5.49506844198	7.78380124165	15.119069878	29.1976883995	211763774.192	247780.591416
44	0	None	None	16.8742954096	9.52041535434	7.06241359526	2.23153825281	2.16375875926	0.0480772735574	0.884342465394	2.05163964483	2.89907514804	6.92255094262	3.75246130174	19.3848721472	11.2913274366	0.363439227935	0.81760739198	2.32083560071	8.35427762043	2.05248821154	21.1844603489	12.9045228254	19.7600618037	91673888.1026	225086.701404
45	0	None	None	14.3562576967	8.65749813032	5.82370757586	1.73032624977	2.72739415766	0.508786763216	0.852757532017	4.98259939141	2.19905685948	6.05731630108	3.34326778245	19.0620462859	13.7860406406	0.104380930969	0.169095097099	2.34212715263	9.38868877449	2.22797957829	19.1352514449	3.29333439989	22.0395146157	68532606.2563	226130.091515
46	0	None	None	19.3978811434	7.30558790571	6.06622279109	3.69316428841	1.58141636144	0.232015635505	0.135716363605	3.79879413652	4.45732798698	6.87618012896	5.74625311795	13.196302648	11.0506100237	1.16193157651	0.116710028297	4.80383852321	5.29159974845	28.636760671	20.5690422956	22.4344914783	24.6503176266	154692.26497	225945.742032
47	0	None	None	10.1538239372	7.40110497992	8.06318423406	1.78133650884	2.77359696471	0.96308306662	0.545131524203	3.71130009702	4.2113828409	5.11896845619	4.762697049	16.2887001567	19.2979775157	0.0218812124283	0.787236730564	3.77651732223	4.68696054989	6.94037887364	25.2306299084	16.8576634392	6.71064295706	168262823.729	235189.63252
48	0	None	None	10.2052307316	7.60342460137	9.57781574261	3.52538290552	1.15645176334	0.65722250168	0.620129432509	4.44092518185	3.78118950657	5.13182316751	4.16449073801	15.438386533	13.7109556947	0.543437502953	0.902763438444	3.68045794569	9.30676793254	8.34039607371	22.1872187011	22.0261476029	23.2598420976	74170988.9976	227704.511202
49	0	None	None	15.5697535669	6.71347284365	6.53743816349	2.59947681078	1.97846954185	0.495532810702	0.0552877534157	2.73608601496	4.79970323842	4.15273294956	6.71598486562	17.5835448315	11.9317021548	0.133396347324	0.744615273479	1.6522756585	5.02506161622	19.5870713562	29.7898997055	28.5349415434	9.26767680247	220961.349527
50	0	None	None	17.8959659445	8.90052298596	8.94394030193	1.02850874786	3.64579217391	0.40692554994	0.195375102449	4.55425070894	3.32296559528	3.13217213555	2.17204187538	12.7217934305	14.6267614161	1.38118986161	0.477449151298	3.63390008353	4.13995029451	3.72146230748	29.2896983593	22.1234895653	15.9225920859	90097639.1742	218523.19833
51	0	None	None	18.4965772659	8.79150476626	6.27298034711	2.82703284073	3.06237704324	0.282826238489	0.0353728915874	4.94569025136	4.28523971861	3.06369169447	2.5802754025	17.5378976936	14.5911738067	0.949710797559	1.07863254988	1.10345930515	5.76043051391	29.5121105754	1.39449914921	18.60567415	27.6757809384	217199.069997
52	0	None	None	10.2748162566	6.57302976234	7.11937940566	1.88783397437	3.27834829687	0.0403345539225	0.918136536041	2.40912016285	4.74482894463	6.98474588079	3.86266132053	15.2033376605	10.0488049322	0.984411354852	1.48469737297	4.8285658551	4.92926774037	18.1082433925	19.3859230373	1.26413434564	0.390169547175	143250423.701	229465.559433
53	0	None	None	18.184820181	8.85547933228	7.30833487777	3.0962602225	1.23353420927	0.244554980237	0.918684601923	2.59679961995	3.99830208814	2.13846982775	3.10266630513	12.7840616339	17.9655380625	1.38543424483	0.310371776803	2.53389133644	4.42884838814	4.9485970761	24.5783847063	25.7729642472	13.3938339167	152728383.144	198563.097277
54	0	None	None	18.5148109691	5.03872732801	8.37751631584	2.65967639335	3.14729747676	0.821682878043	0.418440496305	3.19631633584	3.09334862088	5.65059346816	3.93997636748	13.5390411966	15.2266867122	1.3737160801	0.437524595683	3.91871082107	7.81246403922	8.67120536462	25.4518212035	8.8519034601	27.477077719	187399050.876	220097.890692
55	0	None	None	17.7252938792	9.30462809854	6.55970765538	2.24217280414	1.30148519378	0.227523678289	0.193239811815	3.81732844745	2.75187423013	5.92730976092	2.45960900994	14.3048177479	17.1693494773	0.180637886274	0.684197030619	4.86838797767	9.01604634222	4.85049939621	14.8360284601	27.6935321649	20.9607696379	63894748.2059	226114.758955
56	0	None	None	13.913404916	8.45974701671	5.36611080879	2.97145038343	1.98182279776	0.00494844951003	0.908390032952	3.54575240261	4.31405601841	3.7782896271	3.51460581568	19.1531130575	18.8614594099	0.566633275788	1.08736866497	3.71646875487	5.62604362959	4.50414914053	17.3758453124	4.17945036479	13.1282214158	132720886.536	221493.06791
57	0	None	None	16.9095615411	5.94262644974	9.14648675881	3.7229493035	2.5655326111	0.543618828216	0.858216174603	4.48303887362	4.50254004604	6.82066642026	6.13192815265	17.6960020957	13.2795643236	0.980227515233	0.545220625549	3.61822170132	5.93402657222	19.3532305748	15.8957125449	28.4453698281	7.99463910432	3575082.83679	238369.650813
58	0	None	None	14.0085705372	6.28839873004	7.76372465566	3.61701620314	1.58992785032	0.652013888263	0.782181702864	2.29103059316	2.51874723547	6.10506493727	5.26944909639	17.2649737538	13.0805741276	0.735237270934	0.290423292227	2.80232890397	5.67492020022	27.3314987683	9.62097350232	23.997353038	18.0698420317	5415216.78125	207097.828833
59	1	16	None	15.5733247548	9.06958906183	7.70223700815	3.40524527729	3.09994611478	0.906467880249	0.355102746944	3.67658562981	3.08011639588	4.71207822716	5.41179564564	19.3743985548	15.9211229071	0.566345046636	1.38455868739	4.44134127041	7.62504941265	22.8099389198	3.03891947857	10.6953556929	20.3114213718	46359.4781398	238898.041639
60	1	33	None	10.030438096	5.92075976722	7.78913601979	3.55349726498	2.46566970749	0.512833898966	0.482133591861	2.00429972792	4.21191491529	3.67315963428	6.52189588559	19.1705972042	12.8212640863	0.584681211688	0.0810856937356	4.96021576773	9.13653374146	5.20809077963	14.7520163914	13.2279004144	22.922479492	20985077.8765	250984.163428
61	1	42	None	10.4272025323	9.12861455065	7.53244067489	1.6221281591	1.71995686273	0.673753495094	0.0972658863891	4.81084930207	2.47529717066	6.07145403245	4.0277403822	13.9002426616	17.1865933167	0.091700377104	0.205973508375	1.07190945893	6.51597269031	25.7341592838	17.1721280044	21.6286609696	23.7836535942	71798.696241	213002.181257
62	1	43	None	16.1604514602	7.95166089863	8.06654058642	2.23049435209	2.29214088477	0.600867888018	0.795214485018	4.60752830203	2.83516343309	5.99239254013	2.59758417062	18.9020190441	13.7947811058	0.877540462632	0.539780296236	4.36055631056	8.91054034234	5.49506844198	7.78380124165	15.119069878	29.1976883995	211763774.193	247780.591416
63	1	11	None	10.0155184152	5.44213566012	5.66740661981	1.68570795945	3.68728153908	0.513366251416	0.260811479537	4.0792303214	4.56687471917	3.37397262078	3.36439099323	12.7145849964	16.4753689789	0.645796675536	1.12850111908	4.80804071556	9.23037917656	6.65421110394	24.6938228798	6.9606120304	23.9614893579	75337216.3538	239033.203432
64	1	15	None	13.2111833101	6.68902750358	7.5458320969	1.82645383505	1.3765292318	0.755908567556	0.337483545209	3.04462574956	4.80624394045	5.91154217088	5.79703009601	17.3214130383	13.4335301145	1.27061883956	1.1064199677	3.6986991433	6.15936925604	9.86869646056	1.25006996035	17.2463099286	23.6450794754	173356407.802	243731.891486
65	1	57	None	16.9095615411	5.94262644974	9.14648675881	3.7229493035	2.5655326111	0.543618828216	0.858216174603	4.48303887362	4.50254004604	6.82066642026	6.13192815265	17.6960020957	13.2795643236	0.980227515233	0.545220625549	3.61822170132	5.93402657222	19.3532305748	15.8957125449	28.4453698281	7.99463910432	3575082.83679	238369.650813
66	1	32	None	12.8012043948	5.64901632066	5.10795933652	2.94611911761	1.32471017281	0.566318357981	0.0583434054806	3.82106644775	3.76028071473	2.14768409629	6.36967587484	17.6278751244	18.8702927011	1.39047154134	0.178831531153	3.50933406722	6.91155946091	28.861440457	9.23000385345	28.445638306	29.4451100623	123485.153952	227848.893634
67	1	40	None	10.5931438199	6.55463766227	7.42436094081	1.5476649105	3.22890976262	0.852168967388	0.672664264803	3.51635909562	2.09593341242	4.45011838864	5.5399283418	17.4215161313	19.7534904508	0.101813896603	1.41525054794	3.53195063337	7.7815408648	19.3680766629	13.3091062601	7.77880155022	26.807525352	198230.36914	228469.869032
68	1	5	None	18.253360003	6.57697576346	7.65049947351	1.08014169862	2.80484610942	0.731763561352	0.188590474284	2.27023684926	4.08338965868	4.91614986692	6.77437456082	19.9589457533	14.8447469078	0.584232319521	0.781218475529	1.93534822857	7.15345570338	0.56438263509	0.338077272656	1.51797333116	6.01898278844	116284859.818	238118.339364
69	1	48	1	11.5934834826	7.99299944508	9.81827587468	3.40526175652	1.5146292417	0.445574707548	0.287066502116	2.10524383739	2.82946984621	4.40546357301	5.35876229223	16.991868839	12.3640035428	1.25236002634	0.975163845183	3.70957133565	8.60814780411	30.0	25.9120643746	7.58228316409	21.8464358593	231578.673818
70	1	9	46	15.6421032538	7.13396957734	5.19280844065	2.9590551955	1.37955325162	0.340969597819	0.296428774755	3.74426544933	3.9915385344	5.20154418483	2.84392462474	15.9672305765	11.49799343	0.663080303028	0.883337016175	5.0	5.25809930635	24.592303901	15.4787445867	27.6334827585	24.8582128956	136524.531241	206247.516047
71	1	50	17	17.433752314	9.09659692957	7.55136679853	1.73928295447	2.38021115353	0.764530373142	0.406406670653	4.05438064661	3.03028688164	5.63585693402	2.0	12.13653583	15.0225106762	1.37000110155	0.670787753067	3.47340999643	5.7997050472	3.57254188704	18.6200669427	11.5455689395	6.61816162102	90872033.565	211644.342314
72	1	15	57	17.436860277	6.05570299166	8.80488489729	3.85754416279	1.60081966161	0.664893557441	0.37574477027	2.87575182503	4.56374963361	6.21508398106	5.7238076424	17.4327872368	13.3063007617	1.14924081034	0.803033793179	3.69224606403	6.16411711938	10.557619466	16.7349444683	21.6052966182	25.7249092839	121838295.55	233282.792868
73	1	54	5	18.5158346727	7.0464523879	8.08874013852	1.0	2.0835021594	0.702333129388	0.3201589816	2.21652701076	3.95607619857	4.73480125024	6.51266247028	17.352107836	15.0871425119	1.45083923898	0.33400259803	3.99861047173	7.62871777148	6.2660130775	30.0	7.37801640871	20.7754928688	255693.584649
74	1	30	15	13.4823858544	7.59665348243	6.90429115491	1.66568512563	1.64278614868	0.842593571923	0.0	4.37122460579	4.87727668576	5.98601385573	6.30318999412	18.2737733246	13.5981078361	0.0	1.03128454965	5.0	8.75273232062	5.44084228401	15.846554987	4.03760187392	10.095270576	149877511.348	257698.070475
75	1	3	33	10.0	6.77749231823	8.38110557522	1.92186568649	1.86032449054	0.496385116044	1.0	2.27928763692	4.04930832359	5.67498938543	4.27827354697	10.9700903983	12.8429446516	0.558427944573	0.314616356417	5.0	7.5108500768	7.22527899469	21.5326405353	13.8052720719	11.2229726103	92863401.385	224319.917005
76	1	33	34	14.1815399364	8.73963709258	7.63200093218	3.50511656623	2.11542116179	0.770159491823	0.435787618424	2.0	4.13364687106	3.65824246886	6.50570500047	18.8329963866	15.6674864283	0.509607444722	0.0	5.0	8.9993952813	4.83525416025	15.469240894	15.9950905831	26.2295825519	61234485.3416	249934.106733
77	1	33	9	11.9216668117	7.71750031783	8.09693743721	2.77046478975	2.43517308236	0.543105853083	0.519800044994	3.14908226206	3.94410779133	3.65050495962	2.80881499239	17.2809560886	13.3428044993	0.65722931961	0.329694553218	1.69374917065	6.11488820637	29.5357207804	11.0230058373	18.4521207499	22.5502794668	205601.580654
78	1	33	38	13.7480127513	8.22357081647	7.58147983927	3.80163041705	2.77483923246	0.706852024045	0.720580217569	2.68830247547	4.35923826237	3.6460930659	6.13062084387	16.9448320634	19.402435078	0.494723654141	0.616575034926	5.0	9.3625547128	9.64905651295	21.550380342	10.6943027068	17.9372062392	92083503.2333	254147.418381
79	1	17	32	12.4110812253	5.11495208207	5.99572387757	2.87872727912	1.76751336166	0.520412756938	0.0	3.54373025157	3.37650543863	2.46386629534	2.23868135277	11.916647553	15.6549768638	1.3635090843	0.826747774167	3.1717998151	6.62516623104	27.8744851404	20.6868607581	30.0	30.0	195898.586556
80	1	3	12	17.1241583011	8.41188519085	9.33311747876	1.90012559443	1.69532403129	0.828950430732	0.950855581196	3.49672481925	3.39951817198	5.81612599957	6.51799777315	12.8836471791	12.780891164	1.16350757408	0.194907196838	3.13126734198	7.171163046	18.2064306638	21.1556738089	0.198156157392	15.0125556748	8396434.88687	227062.511695
81	1	39	22	13.4056231349	5.14067027271	7.19649510154	2.73999435481	2.8112308959	0.680759546844	0.178974574062	4.52403474909	3.82843881159	5.91671250646	4.86917473358	16.7608225079	10.7676358614	0.966057874494	0.255563438243	1.92020172892	8.12451607751	9.11548575399	8.44560387846	12.6529651675	20.2243185514	139142037.369	217912.484845
