id	generation	parent1	parent2	[in] input00	[in] input01	[in] input02	[in] input03	[in] input04	[in] input05	[in] input06	[in] input07	[in] input08	[in] input09	[in] input10	[in] input11	[in] input12	[in] input13	[in] input14	[in] input15	[in] input16	[in] input17	[in] input18	[in] input19	[in] input20	[min] weight	[max] energy
27	0	None	None	10.5649741937	9.78521099045	8.27352965819	2.42358938355	3.50042384704	0.643277107709	0.730092778874	4.90484989814	2.17345181225	4.07772764408	4.5180370823	18.3798882172	16.6828088703	0.909430941237	0.897707687109	2.71780448487	4.70281001637	5.0399247925	13.5508790115	15.4503037266	14.5409469744	2412538675.78	223922.718753
28	0	None	None	19.5249568832	8.8760489524	7.27017268701	2.90694156817	1.25039433816	0.0645030206334	0.435541063684	2.9920330922	2.36386426354	3.08309511355	4.47978198442	19.446405626	13.359000045	0.114844979931	0.899083610575	2.55606497207	8.50069449491	16.3811186073	7.0915465012	4.81400023486	2.68296663463	1068952697.49	213904.317878
29	0	None	None	15.0351226003	5.93458124906	8.09820213785	2.45463581644	3.93453704493	0.121454873662	0.840017528976	2.42976534201	3.10154051367	5.47883783609	6.415153559	10.6626960501	17.2346213714	0.479324537213	1.10166086962	1.48241606952	9.96006263581	12.3654753326	24.9620609178	27.3426249936	23.7244609229	641826.108208	223098.729366
30	0	None	None	10.4096536919	7.8442489987	6.84512613301	1.80793081999	1.32724437974	0.586228251988	0.867206380291	2.88755423235	2.90547477487	2.69240028408	4.38748705202	11.7941673315	19.6649974003	0.490127021056	1.31643178236	4.02878207715	8.60726138776	18.0079877707	8.39109637923	17.8778618017	7.81580872769	1607118212.65	213934.483168
31	0	None	None	19.9490865712	8.06065143162	6.98969180507	3.29211405309	1.45926866823	0.65452547626	0.639242231389	2.21192387579	2.26164871083	2.2623469885	6.82961477283	13.2398517448	15.4530624114	0.466747194994	0.462156556063	4.95466622285	6.60318747749	15.2661147074	2.22100333507	14.9552421906	5.76417249307	1461309090.95	206515.744439
32	0	None	None	10.6983337147	6.95664147826	5.26400298463	1.05963202102	2.45005037616	0.836610133929	0.829214573036	3.2297927533	2.15493376148	2.38498813012	5.46232840891	10.9398383447	14.7068045792	0.318881292753	0.483979608281	1.3477972138	5.85832934885	13.734022269	4.81219119226	23.7365696223	13.4631444502	3196537789.79	182790.914835
33	0	None	None	18.9994918036	6.4664262831	5.74464129667	1.26267055999	3.83955377732	0.765459212725	0.96164696044	4.8694526322	3.34726314991	5.87165962654	6.97528606074	12.2605626012	13.2695555588	0.344046031546	1.26205276046	4.44043018229	6.4383253752	6.89071182866	4.43553399465	22.122349882	3.95832905784	1868554621.62	226038.889815
34	0	None	None	18.2967262833	5.86210361725	6.42037050553	1.10701246413	1.87283819654	0.368672805105	0.278138685489	4.11114382762	2.92184527462	2.27800581112	3.87582560083	14.6373637691	13.635676959	1.18003972535	1.28590671336	4.69096176534	6.78003042694	24.2464547706	21.3172542161	2.00502912572	14.4480023973	142736.485294	215098.722548
35	0	None	None	14.0135438825	8.82218480682	5.52942226795	2.72251986556	2.7158492304	0.578012264101	0.282018403269	3.84195639001	4.86618722078	2.92243416686	6.25140240058	13.7837039201	10.1276178475	0.593198637881	0.980910621784	3.1343378812	5.40186712467	20.7173281274	19.7930305041	1.98597118263	27.3023353321	819259.937666	210030.29576
36	0	None	None	16.8593102286	8.01962683591	7.6629213917	1.5270805196	2.27147952618	0.384402443982	0.931516731989	3.76364188951	2.47244307119	3.06004188496	3.92916521462	19.9975956001	13.9756628382	0.538127161036	1.2965285321	2.13874200426	6.5695239271	27.3598929763	16.5419083318	10.869269968	19.1204512393	168178.394021	211911.469313
37	0	None	None	11.0437535023	5.75494422707	6.42922696004	1.60860923858	3.73038936663	0.851448039671	0.624223502505	4.61966931021	4.64483281385	6.56424028326	5.13468409587	18.88037183	15.7188247702	0.309867189976	0.555863736679	1.0845490377	9.95535422842	2.4020076445	16.8789517292	11.2097594069	21.2361529703	4216631200.5	234692.654016
38	0	None	None	19.181739938	8.01717889214	6.21274630997	1.20038974742	1.45574326394	0.403079266331	0.616748466413	3.77414389159	4.09237205035	6.58802421856	6.28432120205	13.5823144709	11.8622975829	0.939612668078	1.47732100329	2.80269530796	7.95564333906	8.02648555434	26.6269518754	28.4139204357	9.60899121326	9095433932.95	235586.975189
39	0	None	None	19.0725881636	7.08165818929	5.92504923123	2.15612103729	3.56387497443	0.565659901276	0.0889471380828	2.49112337473	2.45797172833	4.97229987449	4.28435247858	12.9751466373	17.2589568298	0.475479281747	0.0363324361099	2.59968952864	8.13805066257	11.7188909687	6.23206152182	15.4023559704	13.8062197213	2233784651.57	216613.59259
40	0	None	None	12.8544677267	8.57547452566	5.14001315404	3.32666318093	3.2939053054	0.675309907169	0.835693834237	2.67363138834	4.15341059286	2.10408179468	4.7583349108	15.8463312795	15.2700703961	0.0216477796448	0.549037761285	3.04548127569	8.81145942013	19.3318852802	29.5409711318	2.88004593354	16.850261184	213871.612741
41	0	None	None	16.1854636031	5.96500105379	5.82295557657	2.61242925055	3.15372193836	0.881470670566	0.822128062661	4.76749078779	3.95108176077	6.3993455789	6.28519466511	10.6687859855	12.7480001149	1.49246532277	0.189849817786	3.83860655061	7.40708824809	3.57830855711	22.0229138682	11.7891706558	8.78357402215	2781959840.69	223764.333376
42	0	None	None	13.8849385801	8.66285533055	9.39298252578	2.56892103894	1.05437106275	0.16552284597	0.499062781488	2.4358698282	4.08143544836	4.04466255081	6.53620888108	18.2985011118	19.297327029	1.25500326565	0.608669137167	2.00468740076	9.66202830522	16.471475403	5.53772078109	29.7866325546	7.15903693124	254258.701785
43	0	None	None	16.0114074543	7.36022432794	9.84497050932	2.13002447079	3.93024448593	0.923659536634	0.791453075841	4.83366713015	3.1227841176	4.33254048722	6.28399479379	12.3255654824	10.1187969708	0.887244366975	1.06485448403	4.15749549455	4.07689748316	2.49709356966	0.454760681645	5.17734492142	3.95513245429	588801818.022	216724.020954
44	0	None	None	10.3466007391	7.42823734627	9.24671534468	1.68992502134	3.82148213246	0.424647490847	0.0721999828579	4.03438394201	2.54478513936	3.09071486061	3.34395173944	18.8447806904	17.8649517886	1.40579264298	0.601010128205	4.93092766872	4.29193976192	4.30359722246	23.9335940708	5.65411618802	18.9715334269	4712831115.07	236066.462092
45	0	None	None	13.1343502625	7.35294371618	9.50844445808	3.1991339053	3.16524934498	0.103018004887	0.669355238564	3.06116043812	2.76831134475	4.89822277219	2.11260383454	11.5868030731	17.3809549108	0.197891933484	0.198652808219	4.04687068448	4.53222729306	0.970995426117	29.5221756765	22.7906927378	19.1314921419	207568.949209
46	0	None	None	11.2802509302	6.00442945225	9.54599189513	1.45177224995	2.95224532108	0.231707459376	0.0215497578793	3.02294788163	3.81678888009	5.96526827821	6.24179588346	14.522400365	13.9517653706	1.34071185738	0.662916526381	4.7047678556	7.45685975252	22.5700192325	4.37446393516	25.3528425608	24.670431114	10755901635.4	254483.524758
47	0	None	None	17.2562564631	8.48925778944	8.13607409485	3.31800443813	2.84280969143	0.909683706839	0.449743872281	4.09381495351	3.14056095229	5.900749165	2.383990452	12.5712457	16.2240894904	1.47836906951	0.883481741509	1.57933586195	5.73858837128	1.80409596433	19.3807641184	9.62323745108	10.8823584823	2737579627.34	206277.391388
48	0	None	None	13.4221712457	7.05487192977	7.42314995365	2.40506459277	2.86879618212	0.215605420712	0.790227273324	4.73985208958	4.35147498615	6.45154735835	5.94025521574	14.1083788955	17.8535263585	1.05153201544	0.765375643905	4.48066822466	8.5479664844	18.9371817838	23.2657036873	26.2809114395	4.44657547048	5970748981.36	264841.808023
49	0	None	None	16.9475784753	9.9174725174	9.92874804093	2.23140883568	2.98662907013	0.439972873858	0.626895290008	4.20405935091	4.77529642829	4.85194594881	3.43160603663	10.5132424014	13.3954174721	1.30794788726	1.29974781695	1.31431351898	6.88149465175	17.295941706	11.4043481676	20.0979255198	8.79807900346	2545765222.89	211937.017192
50	0	None	None	16.7252690944	9.000741885	5.0465194799	2.31343000525	1.61354268803	0.20739239487	0.746978539371	4.40032651887	3.63074213659	3.97370314532	2.98780035682	14.1296336869	12.2544041695	0.136497361174	0.13060639335	2.82173932883	4.94967771349	23.9514757101	16.8207207967	15.3782426018	10.2506801277	3501889461.99	187863.226083
51	0	None	None	19.0009569076	8.9058007678	6.89601014067	1.0708123723	3.79303493787	0.651837896352	0.73848116681	2.08652925792	4.26936505428	6.83030720879	3.26635564556	13.8928043001	12.3114682957	0.295093266603	1.25841511623	4.02649042534	9.09029205026	8.33258204229	24.5845854057	10.2851130428	23.470559082	613394.938873	240141.258494
52	0	None	None	18.8389125576	8.71189004388	6.02474884792	3.9418005151	1.39107979835	0.444554836143	0.902301739698	3.99916066305	3.80152124955	2.98955454151	2.42133378851	18.9525451956	14.6035016434	1.10333782372	0.30389029701	3.68272839184	4.14271582353	8.96612441058	17.4860975029	8.86955122218	27.2639914679	14647228066.6	197078.466415
53	0	None	None	14.8983265267	5.71299803702	5.22130854769	2.64388365958	3.08064610245	0.814110968469	0.981748853565	2.47720213516	2.08590036546	5.88521057702	6.00785598241	17.9720975342	14.4218286625	1.17213059584	1.28153130606	4.22662792579	9.24915702088	5.87242862511	2.62370961741	11.1222918211	14.2250438428	1677902206.3	231528.348311
54	0	None	None	19.0296307483	9.19375136097	8.78156421976	3.42106153412	2.10828160139	0.496835144781	0.569701210182	4.75407974388	3.90064499094	5.18747132736	2.4540435037	13.690500627	11.911347437	1.1393628025	0.0782156963419	3.64012014439	9.70021711303	0.729164057643	26.7213239234	3.88346236529	13.2155218289	7345979891.1	228811.047514
55	0	None	None	11.3272620984	7.96443133411	8.87762672491	2.78991927264	2.7335689384	0.265594085754	0.586513718934	4.30869725883	2.62305189046	4.95218680215	3.38033823954	16.0868533703	14.5242190516	0.283322021133	0.186943002243	3.41108265617	8.546741139	27.8749348645	29.3573710921	21.1985804996	8.25507452716	7769494004.11	224883.348216
56	0	None	None	10.3700713236	9.37867872948	6.20620779543	2.19792530364	1.26288784774	0.806359207158	0.993654212865	2.85983266791	4.92285561573	6.29420407527	2.09587075152	19.1112658501	18.3397114245	0.000699010456979	1.4090620721	3.11600989933	6.33660018321	9.81394947611	2.50608947178	15.27080385	7.80191906473	1197239373.29	214854.909627
57	0	None	None	15.0303470075	7.09216694868	6.54306904672	1.5399072549	3.46328894275	0.273561929662	0.171917909642	4.30891221662	2.73870277591	2.79651432872	6.31219246198	12.6846812721	17.9055812156	0.746212309151	0.583971865041	1.9173351301	7.24752177624	21.9819831916	23.6976578933	0.654267200577	28.2272983028	202350.701613	218824.435156
58	0	None	None	15.150040373	6.82139390777	9.53175326856	3.70247575075	2.45153892511	0.0174356485858	0.0900149107232	4.62278913709	3.31375524345	6.40183705883	4.37198806484	18.7698403507	10.2498262575	1.23114866497	1.49232514362	1.16933654973	9.55462926335	28.9918655304	8.82174266605	12.003975055	22.0388774573	166367.288676	231936.020442
59	1	34	None	18.2967262833	5.86210361725	6.42037050553	1.10701246413	1.87283819654	0.368672805105	0.278138685489	4.11114382762	2.92184527462	2.27800581112	3.87582560083	14.6373637691	13.635676959	1.18003972535	1.28590671336	4.69096176534	6.78003042694	24.2464547706	21.3172542161	2.00502912572	14.4480023973	142736.485294	215098.722548
60	1	48	None	13.4221712457	7.05487192977	7.42314995365	2.40506459277	2.86879618212	0.215605420712	0.790227273324	4.73985208958	4.35147498615	6.45154735835	5.94025521574	14.1083788955	17.8535263585	1.05153201544	0.765375643905	4.48066822466	8.5479664844	18.9371817838	23.2657036873	26.2809114395	4.44657547048	5970748981.36	264841.808023
61	1	26	None	16.4697068289	6.49203668686	5.87927743483	1.60640264899	2.88490292251	0.715485921567	0.0250574753213	4.09581628385	4.98360245883	3.98429822626	4.87266605901	14.0986904185	11.7207648064	1.09726089413	0.100417091005	3.87666529492	9.21351341937	1.80100167515	12.7280828518	18.4617131042	1.69596953943	1601253649.73	243447.658871
62	1	51	None	19.0009569076	8.9058007678	6.89601014067	1.0708123723	3.79303493787	0.651837896352	0.73848116681	2.08652925792	4.26936505428	6.83030720879	3.26635564556	13.8928043001	12.3114682957	0.295093266603	1.25841511623	4.02649042534	9.09029205026	8.33258204229	24.5845854057	10.2851130428	23.470559082	613394.938873	240141.258494
63	1	2	None	19.8728801164	9.5544633639	8.02217212353	1.21779373954	1.89913599459	0.274850372515	0.879553598741	3.98133338574	3.32138436869	3.2787560601	4.47545300239	14.048802861	19.5613896425	0.407128175789	0.705815067594	1.02908260277	9.94396230646	24.5424044339	18.02893246	0.531059614976	19.7609273027	160980.271208	225795.262005
64	1	58	None	15.150040373	6.82139390777	9.53175326856	3.70247575075	2.45153892511	0.0174356485858	0.0900149107232	4.62278913709	3.31375524345	6.40183705883	4.37198806484	18.7698403507	10.2498262575	1.23114866497	1.49232514362	1.16933654973	9.55462926335	28.9918655304	8.82174266605	12.003975055	22.0388774573	166367.288676	231936.020442
65	1	3	None	12.4474181958	6.80548163572	8.8817989971	1.64162633882	3.34755056931	0.196595165842	0.312517780968	3.01223512116	4.01500656535	2.59291025636	2.86556325062	13.7780794203	19.4231066953	0.376552641837	0.538412714815	4.25955932516	8.34630374348	5.95735021468	23.8012144663	16.7048452989	26.9605470033	422020.322948	234063.62309
66	1	36	None	16.8593102286	8.01962683591	7.6629213917	1.5270805196	2.27147952618	0.384402443982	0.931516731989	3.76364188951	2.47244307119	3.06004188496	3.92916521462	19.9975956001	13.9756628382	0.538127161036	1.2965285321	2.13874200426	6.5695239271	27.3598929763	16.5419083318	10.869269968	19.1204512393	168178.394021	211911.469313
67	1	46	None	11.2802509302	6.00442945225	9.54599189513	1.45177224995	2.95224532108	0.231707459376	0.0215497578793	3.02294788163	3.81678888009	5.96526827821	6.24179588346	14.522400365	13.9517653706	1.34071185738	0.662916526381	4.7047678556	7.45685975252	22.5700192325	4.37446393516	25.3528425608	24.670431114	10755901635.4	254483.524758
68	1	24	None	16.3019400269	7.95964320445	5.42587736488	1.93560197806	1.90800550681	0.0165600308482	0.666171137585	3.9412216766	4.69611871934	6.37653996372	2.53612066708	14.7036783926	18.1067565632	1.34523989222	0.117367314947	4.60293547432	7.99786771655	9.27095174791	2.19474643563	24.6136548466	4.16083173288	3735888155.89	238247.473912
69	1	3	56	11.4524767233	6.62258519725	7.61472730775	1.77406056981	3.54039034644	0.257538166034	0.31029993179	2.9373838766	3.75357193505	4.78532810416	2.64511826572	17.218008565	19.5144970308	0.471472684217	1.25843397502	4.62074973978	7.39786562585	10.9816343255	12.7203312558	16.0806101105	1.6737078563	1601107977.81	243453.333776
70	1	13	48	16.7971974394	7.4744991815	7.54315227165	2.36245274648	2.50363044081	0.354489161587	0.858943940697	5.0	4.37126828814	3.84073889692	6.01169507259	14.3803113697	17.7664931109	1.04592518085	0.688027825465	4.2407702732	9.12513145951	12.1996891563	23.0117312806	26.9858226676	15.2188641128	8832010876.8	258533.204401
71	1	19	39	16.5031498901	7.59146960351	6.98474534853	2.19663064286	2.21570227781	0.271774604172	0.10608964434	2.0	2.83347583178	4.69918090391	4.41935356251	12.8540908738	17.101601252	1.48933790376	0.393280092019	2.62746040917	7.02885651639	19.4130870004	7.69692232742	12.0162521524	18.2944552901	630093.057394	222533.314355
72	1	4	57	16.4059617138	9.97374644805	5.64555663203	3.72716582476	1.42133055833	0.488458174706	0.177034759208	4.39644260486	3.17883042282	5.27687398152	6.10174366178	12.681809169	15.0614658639	0.998798812129	0.446757470752	1.79510107378	7.25772824009	20.483942879	18.486266054	13.6948694363	28.5111437292	11347693002.7	209978.213237
73	1	41	17	14.3620773091	8.03831087463	6.01955545256	2.90348909498	3.92712887794	0.886543194751	0.293282052201	3.85306310931	4.11151837919	4.35818018965	5.63719737369	10.0	12.488123516	1.5	0.29176820707	3.90244015736	7.35202892101	16.932983149	23.6279787263	22.6931391842	0.784310251428	5344758097.02	222725.108193
74	1	8	1	14.1682609385	7.66229465069	6.59080905372	1.09632540155	3.29305121891	0.81598877292	0.0780442685646	2.94920783443	4.69534773065	3.58764442554	5.01816164375	14.5209821833	18.4760416557	0.625368307594	1.0451327798	3.79604825997	7.2000300521	8.09529026577	3.72718459027	14.8121663915	0.8448164144	1026958318.17	245475.739641
75	1	3	43	11.9739328067	6.95539644313	8.58437933377	1.61809701169	3.26846807761	0.397977958951	0.821310692722	3.8009356898	4.11283167243	3.57763054798	5.43368415279	11.9345448322	17.5313508673	0.446550297784	0.950327855391	4.12477567085	7.41069433743	2.95845589202	4.03871189412	5.5732879458	0.0	492269539.765	231560.20919
76	1	55	58	15.2292755307	7.00760880695	8.77120756812	2.6218387156	2.41699696172	0.27581961506	0.696363433534	4.27266237782	3.23597402609	4.86066625359	3.16121844743	15.8376625029	13.496412125	1.0605526198	1.5	2.04815064939	8.5213279486	28.1868934384	24.2847369051	18.1011647545	22.2890782095	185508.560114	211848.769961
77	1	35	55	12.8120274781	8.80228075794	9.36680304765	2.73372353014	2.71698514469	0.224257230218	0.637509086567	3.95063767615	4.42600203369	5.16921723341	6.42514502577	13.8654809648	11.6108807855	0.383397756029	1.02549974843	3.33391101391	5.71879875913	21.9383991625	23.6251153843	2.78038377378	11.6534366393	4522298475.67	230793.871637
78	1	58	47	16.398038236	7.93279097782	9.50362994402	3.23541511907	2.90398474054	0.0489521532694	0.374128846422	4.62991518888	3.13882802818	6.3532391994	2.79640048394	11.8789395488	14.4003432966	1.43924277797	1.08019500744	1.11610535286	4.56439408309	8.89373446251	7.37666188817	10.4934393471	20.2245424966	3121604558.76	210766.526991
79	1	17	19	15.4057302464	7.50891075153	6.5766882307	3.38179865411	2.94655704284	0.265246551054	0.31349918939	3.94414466441	3.86511677367	3.15597516776	3.47162597461	10.5150959383	11.7590989984	1.00372720829	0.748319133746	3.93357751484	8.12518352723	26.3239312205	16.7428486462	6.73712427769	20.5891307945	159727.601862	210426.750676
80	1	51	58	19.5946938764	7.52670787358	6.63697675094	1.0	3.71307040153	0.0189221159043	0.567998996748	3.06482077515	4.25456390407	6.8938452007	3.5911749743	16.5437651794	11.8030602754	0.263901276681	1.43161766231	1.0	9.44791728811	14.8740974795	6.74808747782	12.078917001	22.5761509718	7963672568.98	227495.596443
81	1	16	17	14.5818834489	10.0	6.57179968073	3.80585035842	2.31784345276	0.215306329796	0.842866437168	4.07206561783	3.88587773904	6.25524922417	3.97330255116	16.7618244578	11.216692141	0.465725259315	1.29467992457	3.98683438636	8.62343467693	15.9235177923	10.0884218611	22.2525735831	18.4776963876	3967666167.47	220432.247631
