33.4,3.2
33.4,3.6
38.1,3.2
38.1,4.0
42.2,3.6
42.2,5.0
48.3,3.6
48.3,5.0
60.3,4.0
60.3,5.6
73.0,5.0
73.0,7.1
88.9,5.6
88.9,8.0
101.6,5.6
101.6,8.8
114.3,6.4
114.3,8.8
141.3,6.4
141.3,10.0
168.3,7.1
168.3,11.0
219.1,8.0
219.1,12.5
273.0,10.0
273.0,16.0
323.8,10.0
323.8,17.5
355.6,10.0
355.6,12.5
